GPSTime,ISSLat(deg),ISSLon(deg),ISSAlt(m),RadiusLocalCurv(m),VectorPerigeeLat(deg),VectorPerigeeLon(deg),VectorPerigeeAlt(m),beta(rad)
1371332733.043106,-51.45924489,-6.15477819,436408.43653,6391327.48381261,-52.72386213625909,-36.8463712880108,72809.98299365996,2.6953338411206506e-06
1371332733.044095,-51.45923734,-6.1546836,436408.43187000003,6391327.487462083,-52.723872260771586,-36.846377890643566,72807.62986485612,1.1435800207432001e-06
1371332733.045011,-51.45923011,-6.15459281,436408.4274,6391327.490957222,-52.72388196343587,-36.84638408534107,72805.3747761945,5.84688289936425e-07
1371332733.046002,-51.45922224,-6.15449411,436408.42255,6391327.4947593035,-52.72389250981844,-36.8463907992716,72802.92358509285,9.963814529211826e-07
1371332733.047589,-51.45920997,-6.15434031,436408.41497000004,6391327.500689284,-52.723908962190905,-36.846401444479966,72799.09971104965,1.5964901176817655e-06
1371332733.047977,-51.45920683,-6.15430079,436408.41303,6391327.502207683,-52.72391318075109,-36.84640409496001,72798.11922736838,1.3008832441324729e-06
1371332733.048916,-51.45919959,-6.1542101,436408.40857,6391327.505705842,-52.72392288344432,-36.846410385763534,72795.86411008654,1.6256623800766707e-06
1371332733.049868,-51.45919204,-6.15411535,436408.40391,6391327.509354396,-52.72393300800154,-36.84641683382358,72793.51093690433,9.918416660951037e-07
1371332733.050932,-51.45918386,-6.15401284,436408.39885999996,6391327.513307643,-52.72394397628013,-36.84642395571154,72790.96165766811,2.0417392491877443e-06
1371332733.051955,-51.45917568,-6.15391016,436408.39381,6391327.517260315,-52.723954944566906,-36.846430906298224,72788.41236978622,1.6562282030646564e-06
1371332733.052866,-51.45916876,-6.15382347,436408.38953999995,6391327.520605301,-52.72396422543259,-36.84643697718843,72786.25527320745,2.679951415065199e-06
1371332733.053818,-51.45916121,-6.15372872,436408.38488,6391327.524253772,-52.72397435001929,-36.846443425258656,72783.90206997175,2.269538510552994e-06
1371332733.054889,-51.45915272,-6.15362213,436408.37963000004,6391327.528357478,-52.7239857401889,-36.846450679343945,72781.25470740876,2.217285478646516e-06
1371332733.05585,-51.45914548,-6.15353153,436408.37517,6391327.531855735,-52.723995442933415,-36.84645706208528,72778.99953936943,3.094776885480315e-06
1371332733.056765,-51.45913824,-6.15344074,436408.37069999997,6391327.53535339,-52.72400514568507,-36.84646325263833,72776.74436446099,2.4263030702406385e-06
1371332733.059543,-51.45911653,-6.1531685,436408.3573,6391327.545843789,-52.72403425398032,-36.84648196219092,72769.9787991463,3.740160137081358e-06
1371332733.060098,-51.45911213,-6.15311323,436408.35458,6391327.547971005,-52.72404016001845,-36.84648572218305,72768.6060683203,3.1773682785859856e-06
1371332733.060928,-51.45910552,-6.15303031,436408.3505,6391327.551164148,-52.72404901908043,-36.84649135172998,72766.5469673724,3.668732033834075e-06
1371332733.061793,-51.45909891,-6.15294754,436408.34641999996,6391327.554357968,-52.72405787814863,-36.84649712751394,72764.48786072577,1.434938469301504e-06
1371332733.062117,-51.4590964,-6.15291598,436408.34487000003,6391327.555572235,-52.724061253033526,-36.84649930473569,72763.70343761623,2.3046332387354855e-06
1371332733.062648,-51.45909231,-6.15286472,436408.34235,6391327.557548668,-52.724066737222515,-36.84650286151896,72762.42874840935,2.8032558241777386e-06
1371332733.063507,-51.45908538,-6.15277781,436408.33807,6391327.560895129,-52.72407601816289,-36.84650871517755,72760.27157707534,2.3114275661121923e-06
1371332733.064529,-51.45907752,-6.15267924,436408.33322,6391327.564694702,-52.72408656469393,-36.846515558688225,72757.82023846604,1.3951300975523525e-06
1371332733.065536,-51.45906965,-6.15258061,436408.32836,6391327.568496735,-52.72409711123267,-36.84652233953119,72755.36889187236,1.4160299533662685e-06
1371332733.066485,-51.4590621,-6.15248585,436408.3237,6391327.572145006,-52.72410723591795,-36.846528775107345,72753.01559152383,1.503057126931116e-06
1371332733.067464,-51.45905455,-6.15239121,436408.31904,6391327.5757934535,-52.724117360610215,-36.84653533602801,72750.66228386668,2.682971727111252e-06
1371332733.068474,-51.45904668,-6.15229259,436408.31419,6391327.57959535,-52.724127907172814,-36.84654212941604,72748.21091382382,1.8398750872802109e-06
1371332733.069349,-51.45903976,-6.15220575,436408.30991,6391327.5829395,-52.72413718815426,-36.846548049938576,72746.05370159162,2.1955100096112298e-06
1371332733.070357,-51.45903189,-6.15210712,436408.30506,6391327.586741246,-52.72414773473208,-36.846554834975336,72743.60231647128,1.8448442568234197e-06
1371332733.071344,-51.45902403,-6.1520084,436408.3002,6391327.590539976,-52.724158281317514,-36.8465615322728,72741.15092337396,1.6766410590506832e-06
1371332733.072317,-51.45901647,-6.15191374,436408.29553999996,6391327.594191047,-52.72416840604784,-36.8465680681432,72738.79757838839,2.792393570569768e-06
1371332733.073287,-51.45900892,-6.15181906,436408.29088,6391327.597839128,-52.724178530785075,-36.846574591479055,72736.44422607815,2.5406825754582203e-06
1371332733.074277,-51.45900137,-6.15172447,436408.28621999995,6391327.601487783,-52.72418865553013,-36.84658119838002,72734.09086634744,2.7242290365275376e-06
1371332733.075239,-51.45899382,-6.15162977,436408.28156,6391327.605136321,-52.724198780282734,-36.846587688297916,72731.73749919132,1.3033010652188596e-06
1371332733.076238,-51.45898595,-6.1515311,436408.2767,6391327.608937696,-52.72420932690709,-36.846594435750546,72729.28606730868,2.2391064311414024e-06
1371332733.077226,-51.45897808,-6.15143239,436408.27185,6391327.612739158,-52.724219873540285,-36.84660113724527,72726.83462730938,2.1879100505011857e-06
1371332733.07813,-51.45897116,-6.15134567,436408.26757,6391327.61608351,-52.724229154584165,-36.84660717895849,72724.67735350651,2.3531577914441956e-06
1371332733.079148,-51.45896298,-6.15124297,436408.26252,6391327.620035523,-52.724240123097665,-36.846614108744404,72722.1278401848,2.222989894082022e-06
1371332733.080107,-51.45895574,-6.15115236,436408.25805999996,6391327.623533178,-52.7242498260222,-36.846620483202344,72719.87249409752,2.7272114387768445e-06
1371332733.081029,-51.4589485,-6.1510616,436408.25359000004,6391327.627030475,-52.72425952895257,-36.84662670307091,72717.61714132746,2.4396154682377864e-06
1371332733.082119,-51.45894,-6.15095509,436408.24834,6391327.631136421,-52.72427091935781,-36.846634036632224,72714.96954463852,1.9781029581175725e-06
1371332733.083083,-51.45893245,-6.15086039,436408.24368,6391327.63478444,-52.72428104417092,-36.846640534931055,72712.61611742724,3.4378852328710793e-06
1371332733.084022,-51.4589249,-6.15076558,436408.23902,6391327.638431812,-52.72429116899043,-36.846646928775726,72710.26268295183,2.443437621418744e-06
1371332733.08503,-51.45891703,-6.15066695,436408.23417,6391327.642233233,-52.72430171568611,-36.84665371385876,72707.81118076612,2.9494335675934203e-06
1371332733.085999,-51.45890948,-6.15057228,436408.2295,6391327.64588168,-52.72431184052159,-36.84666023305613,72705.45773113056,3.387368200023408e-06
1371332733.087,-51.45890161,-6.15047362,436408.22465000005,6391327.649682919,-52.724322387233364,-36.846666988898505,72703.00621318205,2.86448467774542e-06
1371332733.087928,-51.45889437,-6.15038288,436408.22018,6391327.653179932,-52.72433209021455,-36.84667323385537,72700.7508097048,3.3346650170865952e-06
1371332733.088922,-51.45888681,-6.15028831,436408.21552,6391327.656831064,-52.72434221507252,-36.84667985751338,72698.39733789387,2.183387362511242e-06
1371332733.089881,-51.45887926,-6.15019359,436408.21086,6391327.660478903,-52.72435233993772,-36.84668633494135,72696.04385868629,2.0670488630102137e-06
1371332733.090897,-51.45887108,-6.15009088,436408.20581,6391327.664430538,-52.72436330855025,-36.84669325641039,72693.49424783471,2.043263178817319e-06
1371332733.091839,-51.45886384,-6.15000021,436408.20134,6391327.667928208,-52.72437301156089,-36.846699559872604,72691.23881566773,2.3953307272128326e-06
1371332733.092843,-51.45885597,-6.14990156,436408.19648000004,6391327.671729249,-52.724383558318934,-36.84670632826732,72688.78725129625,2.233525964501528e-06
1371332733.093776,-51.45884873,-6.14981085,436408.19201,6391327.6752266325,-52.72439326134349,-36.84671259413096,72686.53180499807,3.339949355685858e-06
1371332733.094786,-51.45884086,-6.14971223,436408.18716000003,6391327.679027943,-52.724403808117394,-36.846719387601865,72684.08022519009,2.327633594217682e-06
1371332733.095735,-51.45883331,-6.14961747,436408.1825,6391327.68267559,-52.724413933027826,-36.84672582326482,72681.72670102844,2.015349782275274e-06
1371332733.096748,-51.45882544,-6.14951886,436408.17764,6391327.686476785,-52.72442447981726,-36.846732629274356,72679.27510554579,2.0359195852227236e-06
1371332733.097667,-51.4588182,-6.14942809,436408.17317,6391327.6899738135,-52.72443418287055,-36.84673883665704,72677.019630623,1.5111085163482815e-06
1371332733.098672,-51.45881033,-6.14932944,436408.16832,6391327.6937745465,-52.724444729676065,-36.846745609248956,72674.56801966272,1.6143453278943024e-06
1371332733.099623,-51.45880309,-6.14923881,436408.16385,6391327.697272301,-52.72445443274447,-36.84675195033782,72672.31253049972,1.792876612380983e-06
1371332733.100643,-51.45879491,-6.14913611,436408.15880000003,6391327.701223461,-52.72446540143736,-36.84675888854974,72669.76283905367,2.0374620499809335e-06
1371332733.101606,-51.45878735,-6.14904141,436408.15413000004,6391327.704873842,-52.72447552639346,-36.84676538272595,72667.40926990205,2.537550818552358e-06
1371332733.102576,-51.4587798,-6.14894674,436408.14947,6391327.70852176,-52.724485651356396,-36.846771906152014,72665.05569343873,1.6211718401971515e-06
1371332733.103525,-51.45877256,-6.14885609,436408.145,6391327.712018868,-52.7244953544536,-36.846778238893364,72662.80017565232,2.0232425512257845e-06
1371332733.104533,-51.45876469,-6.14875746,436408.14015,6391327.715819856,-52.72450590130506,-36.846785024037615,72660.34851830745,2.7825085110778246e-06
1371332733.105522,-51.45875682,-6.14865876,436408.13529,6391327.719620974,-52.72451644816566,-36.84679172980168,72657.8968527855,2.655399166706887e-06
1371332733.106418,-51.45874989,-6.148572,436408.13102,6391327.722966935,-52.72452572940903,-36.846797738167766,72655.73938060463,2.0116607509249734e-06
1371332733.107442,-51.45874171,-6.14846933,436408.12597,6391327.726918609,-52.72453669815878,-36.84680469311468,72653.18963277733,2.4970386408443715e-06
1371332733.108416,-51.45873415,-6.14837467,436408.1213,6391327.730568732,-52.724546823167636,-36.84681123327135,72650.83601155279,1.9541532796296634e-06
1371332733.109376,-51.45872659,-6.14827996,436408.11664,6391327.734219018,-52.72455694818265,-36.84681771493507,72648.48238309468,2.6650085191428347e-06
1371332733.110362,-51.45871904,-6.14818535,436408.11198,6391327.737866693,-52.72456707320618,-36.84682430523412,72646.12874712482,1.8705955825307555e-06
1371332733.111346,-51.45871117,-6.14808662,436408.10712,6391327.741667186,-52.72457762011239,-36.84683099012335,72643.6770352521,2.088427305055309e-06
1371332733.112321,-51.45870361,-6.14799197,436408.10246,6391327.74531751,-52.724587745151055,-36.84683753447024,72641.32338419934,1.7458015521953614e-06
1371332733.11339,-51.45869511,-6.14788537,436408.09721,6391327.74942229,-52.72459913582794,-36.84684478039742,72638.67551797237,1.421308242833454e-06
1371332733.11423,-51.45868882,-6.14780661,436408.09333,6391327.752462024,-52.72460757337213,-36.84685034891817,72636.71412963401,2.0806933517092905e-06
1371332733.115234,-51.45868095,-6.14770797,436408.08847,6391327.756263024,-52.724618120310126,-36.84685711738348,72634.26238688767,2.509717695833064e-06
1371332733.116293,-51.45867245,-6.14760132,436408.08322,6391327.76036721,-52.72462951101232,-36.84686432154109,72631.614495685,1.2215479539448812e-06
1371332733.117211,-51.4586652,-6.14751055,436408.07876,6391327.763866595,-52.724639214210065,-36.84687052480177,72629.35887736068,1.3199814476932215e-06
1371332733.118146,-51.45865796,-6.14741984,436408.07429,6391327.76736313,-52.7246489174151,-36.84687679909496,72627.10325220211,2.11835095930937e-06
1371332733.119135,-51.45865041,-6.14732525,436408.06961999997,6391327.771011005,-52.724659042505955,-36.846883401952994,72624.74954914895,1.7547674648855664e-06
1371332733.120108,-51.45864254,-6.14722648,436408.06477,6391327.774811413,-52.72466958948313,-36.84689004091348,72622.29776727903,8.635729190349495e-07
1371332733.121094,-51.45863498,-6.14713187,436408.0601,6391327.778461439,-52.72467971458858,-36.84689663124158,72619.94404921602,2.79128632705851e-06
1371332733.122062,-51.45862742,-6.14703719,436408.05544,6391327.7821114175,-52.72468983970252,-36.84690314637271,72617.59032361586,2.0791169359378745e-06
1371332733.123034,-51.45861987,-6.14694252,436408.05078,6391327.785758545,-52.72469996482304,-36.84690967821291,72615.2365907403,1.8375545661715963e-06
1371332733.12402,-51.45861199,-6.14684381,436408.04592,6391327.789561901,-52.72471051183134,-36.84691637150087,72612.78477780054,2.4531158624214857e-06
1371332733.124997,-51.45860444,-6.14674916,436408.04126,6391327.793209019,-52.724720636967724,-36.84692292424171,72610.431029758,1.7905457301759077e-06
1371332733.126076,-51.45859594,-6.14664261,436408.03601,6391327.797314023,-52.72473202775428,-36.84693021199138,72607.78305445187,1.4772417915977777e-06
1371332733.127016,-51.45858869,-6.14655192,436408.03154,6391327.8008129895,-52.7247417310247,-36.84693650720152,72605.52736438143,2.1010932038032474e-06
1371332733.127882,-51.45858177,-6.14646504,436408.02726999996,6391327.804155749,-52.72475101242,-36.84694239028556,72603.3697414368,1.5508870166778567e-06
1371332733.128857,-51.45857421,-6.14637039,436408.02259999997,6391327.80780572,-52.7247611375858,-36.84694893468077,72601.01596387706,1.4963401516578657e-06
1371332733.129816,-51.45856665,-6.14627567,436408.01794,6391327.811455289,-52.72477126275868,-36.84695541222948,72598.66217895823,5.68959864675838e-07
1371332733.130851,-51.45855847,-6.14617304,436408.01289,6391327.815406313,-52.72478223170495,-36.84696241321308,72596.1122368883,1.2201357759710719e-06
1371332733.131812,-51.45855122,-6.14608245,436408.00841999997,6391327.818906054,-52.7247919350106,-36.84696879617297,72593.85651173574,1.4480150678463996e-06
1371332733.132755,-51.45854367,-6.14598766,436408.00376,6391327.822552598,-52.72480206020601,-36.84697520688104,72591.50270435054,8.531701958463675e-07
1371332733.133753,-51.45853579,-6.14588899,436407.9989,6391327.826355453,-52.72481260729285,-36.8469819503365,72589.05081375007,1.3640421912816889e-06
1371332733.134713,-51.45852824,-6.14579428,436407.99423,6391327.830002619,-52.724822732504194,-36.846988432078774,72586.69699119327,5.575376755989871e-07
1371332733.135696,-51.45852068,-6.14569966,436407.98957,6391327.833652402,-52.724832857722234,-36.84699500991849,72584.34316135565,1.397311035355003e-06
1371332733.136707,-51.45851281,-6.14560105,436407.98471,6391327.837453065,-52.72484340483303,-36.84700180769852,72581.89124732265,2.1152983404571418e-06
1371332733.137659,-51.45850525,-6.1455063,436407.98005,6391327.841102327,-52.72485353006635,-36.84700825602238,72579.53740235936,2.1195342522347018e-06
1371332733.138626,-51.45849769,-6.14541162,436407.97539,6391327.844752128,-52.724863655307516,-36.847014767023325,72577.18354997036,1.555424718150869e-06
1371332733.139613,-51.45849013,-6.14531702,436407.97072,6391327.848402041,-52.72487378055621,-36.847021361587736,72574.82969020399,2.253475978721528e-06
1371332733.140603,-51.45848226,-6.14521832,436407.96586,6391327.852202202,-52.724884327697985,-36.84702807164081,72572.37774507857,1.924739678094465e-06
1371332733.141583,-51.4584747,-6.14512369,436407.96119999996,6391327.855851935,-52.724894452962126,-36.84703463696434,72570.02387018422,1.3434219879738032e-06
1371332733.142545,-51.45846714,-6.14502898,436407.95654,6391327.85950116,-52.72490457823279,-36.84704112708397,72567.66998800836,3.433027529211518e-06
1371332733.143486,-51.45845958,-6.14493419,436407.95187,6391327.863150409,-52.72491470351123,-36.84704752946902,72565.3160983792,1.7660771044950466e-06
1371332733.144543,-51.4584514,-6.14483165,436407.94682,6391327.867101355,-52.72492567257136,-36.84705462241345,72562.76604295248,1.8579923520154874e-06
1371332733.145485,-51.45844415,-6.14474098,436407.94234999997,6391327.8706005085,-52.72493537597822,-36.84706092603108,72560.51021745049,2.5213302872201407e-06
1371332733.146385,-51.45843691,-6.14465013,436407.93788000004,6391327.874096232,-52.72494507939168,-36.84706705417307,72558.25438515349,9.51469012634496e-07
