GPSTime,ISSLat(deg),ISSLon(deg),ISSAlt(m),RadiusLocalCurv(m),VectorPerigeeLat(deg),VectorPerigeeLon(deg),VectorPerigeeAlt(m),beta(rad)
1371332732.86084,-51.46066874,-6.17265624,436409.31569,6391326.794989616,-52.72195084599431,-36.84514340656949,73254.10170187619,4.4919480969523214e-07
1371332732.861767,-51.46066152,-6.17256549,436409.31123,6391326.798485808,-52.72196054730599,-36.845149646695916,73251.84795733995,6.357526374324542e-07
1371332732.862798,-51.46065336,-6.17246284,436409.30619,6391326.802437651,-52.72197151401404,-36.84515663008864,73249.30023797795,1.7720460323111445e-06
1371332732.863802,-51.46064551,-6.17236418,436409.30134,6391326.806238156,-52.721982058934174,-36.84516339776064,73246.85049961385,1.3821292176620417e-06
1371332732.864743,-51.46063829,-6.1722735,436409.29688,6391326.809735023,-52.72199176026796,-36.84516969638793,73244.59673323987,1.0507545587627084e-06
1371332732.865739,-51.46063044,-6.17217481,436409.29203,6391326.813535523,-52.722002305203546,-36.84517643064214,73242.14697948063,1.7276137423524007e-06
1371332732.866687,-51.46062291,-6.17208004,436409.28738,6391326.81718261,-52.72201242834897,-36.84518286143566,73239.79520835621,1.0455397376447427e-06
1371332732.867675,-51.46061537,-6.17198543,436409.28272,6391326.820832525,-52.722022551502384,-36.84518945935662,73237.44342980393,9.80446035422184e-07
1371332732.868651,-51.46060753,-6.17188666,436409.27788,6391326.824630242,-52.722033096461104,-36.84519611005777,73234.99365266647,2.035220040017968e-06
1371332732.869647,-51.46059999,-6.17179209,436409.27322,6391326.828280538,-52.72204321962975,-36.84520274141016,73232.64185902785,1.739955268992704e-06
1371332732.870604,-51.46059246,-6.17169735,436409.26857,6391326.831927325,-52.72205334280528,-36.84520920981805,73230.2900580398,2.1473800584883474e-06
1371332732.871544,-51.46058524,-6.17160666,436409.26411,6391326.835423769,-52.72206304418951,-36.84521550428644,73228.03624175313,2.491041371226528e-06
1371332732.872583,-51.46057707,-6.17150404,436409.25907000003,6391326.839377932,-52.722074010979455,-36.84522252113675,73225.48844128962,1.188868189611085e-06
1371332732.873527,-51.46056954,-6.17140925,436409.25441,6391326.843024662,-52.72208413417753,-36.845228935238254,73223.13661781717,2.883831543503176e-06
1371332732.874544,-51.46056169,-6.17131065,436409.24957,6391326.846825384,-52.72209467918389,-36.84523575726098,73220.68679381798,1.6017975418556468e-06
1371332732.8755,-51.46055415,-6.17121591,436409.24491,6391326.850474826,-52.722104802397524,-36.84524222150674,73218.33495521989,1.3711177297852016e-06
1371332732.876451,-51.46054693,-6.17112527,436409.24045000004,6391326.853971519,-52.7221145038175,-36.8452485619473,73216.08110299669,2.1549242858265333e-06
1371332732.87742,-51.46053908,-6.17102647,436409.2356,6391326.857771488,-52.72212504884682,-36.84525518343088,73213.63125589541,1.139526787839304e-06
1371332732.87834,-51.46053217,-6.17093981,436409.23134,6391326.861117089,-52.72213432848004,-36.84526129144001,73211.47538376703,4.397252597881106e-07
1371332732.879318,-51.46052432,-6.17084105,436409.22649,6391326.86491726,-52.72214487352403,-36.84526795053017,73209.02552166294,1.3223925242739705e-06
1371332732.880371,-51.46051616,-6.17073848,436409.22145,6391326.868868475,-52.722155840379436,-36.84527502590163,73206.47765645328,1.1648374787113343e-06
1371332732.881377,-51.46050831,-6.17063984,436409.2166,6391326.872669154,-52.722166385440666,-36.84528180198623,73204.02777790722,1.9442062041134283e-06
1371332732.882301,-51.46050109,-6.17054908,436409.21214,6391326.876164995,-52.72217608690352,-36.84528802963462,73201.77388263648,2.045721840110175e-06
1371332732.883257,-51.46049355,-6.17045434,436409.20748999994,6391326.879814275,-52.72218621017717,-36.84529449390385,73199.42198458267,1.8171417536421495e-06
1371332732.884221,-51.46048602,-6.17035964,436409.20283,6391326.883461367,-52.7221963334578,-36.84530099159991,73197.07007919972,2.5101073284491106e-06
1371332732.885288,-51.46047785,-6.17025713,436409.19779,6391326.887415328,-52.72220730035397,-36.845308125477914,73194.52217332694,2.3959342447839755e-06
1371332732.886199,-51.46047063,-6.17016632,436409.19333,6391326.890911098,-52.722217001846126,-36.84531429882412,73192.26824935956,1.836705272751838e-06
1371332732.887172,-51.46046309,-6.17007165,436409.18867,6391326.894560495,-52.72222712514973,-36.84532083413319,73189.91632146135,3.482772813731398e-06
1371332732.888184,-51.46045524,-6.16997304,436409.18383,6391326.898361341,-52.72223767026552,-36.845327635307456,73187.46638871414,2.0918865404283705e-06
1371332732.889133,-51.46044771,-6.16987827,436409.17917,6391326.902007768,-52.72224779358408,-36.84533407034746,73185.11444573423,2.8323355766406227e-06
1371332732.890115,-51.46044017,-6.16978364,436409.17452,6391326.905657349,-52.72225791691003,-36.84534064326624,73182.76249539568,2.4697620829270957e-06
1371332732.891062,-51.46043263,-6.16968886,436409.16986,6391326.909306216,-52.72226804024352,-36.845347069954926,73180.4105376269,1.4917532313171045e-06
1371332732.892059,-51.4604251,-6.16959429,436409.16521,6391326.912953272,-52.722278163584754,-36.845353705553634,73178.05857246504,1.5029134348356068e-06
1371332732.893038,-51.46041725,-6.16949554,436409.16036,6391326.91675342,-52.72228870873938,-36.84536036886743,73175.60860090323,8.227646854743014e-07
1371332732.893991,-51.46041002,-6.1694049,436409.15589999995,6391326.920251983,-52.72229841028884,-36.8453667177144,73173.35462001908,3.7552459493746235e-07
1371332732.894981,-51.46040217,-6.16930619,436409.15105,6391326.924051978,-52.72230895545929,-36.845373426994,73170.90463302456,1.7310535609645667e-06
1371332732.895938,-51.46039464,-6.16921146,436409.14639999997,6391326.927698684,-52.72231907883006,-36.8453798954784,73168.55263803479,6.492311464752427e-07
1371332732.896983,-51.46038647,-6.16910886,436409.14135000005,6391326.931652136,-52.72233004582347,-36.845386937475325,73166.00463512183,1.1696896272415367e-06
1371332732.897857,-51.46037988,-6.16902612,436409.13727999997,6391326.934843636,-52.722338903786174,-36.845392750426356,73163.94662645156,1.2886403491541178e-06
1371332732.898781,-51.46037265,-6.16893536,436409.13282,6391326.938341726,-52.722348605371394,-36.8453989781259,73161.69261036497,2.262791313094485e-06
1371332732.899827,-51.46036449,-6.16883277,436409.12778,6391326.942292814,-52.72235957238859,-36.84540602431076,73159.14458406478,2.091821175197143e-06
1371332732.900873,-51.46035632,-6.16873018,436409.12273,6391326.94624646,-52.72237053941454,-36.84541307050222,73156.59654909189,2.6136189163982786e-06
1371332732.901764,-51.4603491,-6.16863929,436409.11827000004,6391326.949741776,-52.7223802410209,-36.84541916032788,73154.34251099364,1.753782197731491e-06
1371332732.902797,-51.46034125,-6.16854076,436409.11342,6391326.953542249,-52.72239078625427,-36.84542604928902,73151.89246176672,1.783640731824504e-06
1371332732.90378,-51.46033339,-6.16844202,436409.10858,6391326.957344493,-52.72240133149509,-36.8454327293494,73149.44240456713,2.1549048493848825e-06
1371332732.904774,-51.46032586,-6.16834744,436409.10392,6391326.960991349,-52.72241145493389,-36.845439352450626,73147.09034214572,1.7415462338698707e-06
1371332732.905768,-51.460318,-6.16824874,436409.09907,6391326.964793436,-52.72242200019093,-36.845446078475334,73144.64026918064,1.3669905988946171e-06
1371332732.906614,-51.46031141,-6.16816589,436409.095,6391326.96798468,-52.7224308582129,-36.845451774463584,73142.58220172377,2.0265450904807563e-06
1371332732.907558,-51.46030387,-6.1680711,436409.09034,6391326.971633266,-52.7224409816731,-36.84545818866951,73140.23011774797,1.5960494831902236e-06
1371332732.908644,-51.46029539,-6.16796456,436409.08511,6391326.975737544,-52.72245237057515,-36.84546550492826,73137.58401439505,1.2512480424146196e-06
1371332732.909556,-51.46028848,-6.16787787,436409.08084,6391326.979082572,-52.72246165042815,-36.84547157959821,73135.42792330681,7.493511706307648e-07
1371332732.910518,-51.46028094,-6.16778316,436409.07618,6391326.982731583,-52.722471773911394,-36.8454780690181,73133.07581680572,8.55618462058459e-07
1371332732.911546,-51.46027278,-6.16768049,436409.07113999996,6391326.986681914,-52.72248274102654,-36.84548504003635,73130.52769308539,4.883255736735646e-07
1371332732.912467,-51.46026555,-6.16758972,436409.06668000005,6391326.990179793,-52.722492442712635,-36.84549125524137,73128.27357642468,1.642952569576684e-06
1371332732.913514,-51.46025738,-6.16748714,436409.06164,6391326.994133427,-52.72250340984437,-36.8454983056497,73125.72543636245,2.8851193714061543e-07
1371332732.914394,-51.46025047,-6.16740031,436409.05737000005,6391326.997477598,-52.722512689731516,-36.84550424663422,73123.56931110936,5.836524323460353e-07
1371332732.915358,-51.46024325,-6.16730972,436409.05291,6391327.000973489,-52.72252239143899,-36.84551064150446,73121.31517349658,1.3874518011959848e-06
1371332732.91641,-51.46023477,-6.16720304,436409.04767,6391327.005077169,-52.72253378040816,-36.84551781573521,73118.66900328784,1.252154106883757e-06
1371332732.917331,-51.46022754,-6.16711227,436409.04321,6391327.0085749505,-52.72254348212992,-36.84552403095097,73116.41485094652,1.2900083449525202e-06
1371332732.918321,-51.46022,-6.16701767,436409.03855,6391327.012223888,-52.72255360567343,-36.84553063738048,73114.06268471407,2.2868300177899673e-06
1371332732.919351,-51.46021184,-6.16691502,436409.03351,6391327.016174602,-52.72256457285369,-36.84553761677989,73111.51449628835,2.2691112525886296e-06
1371332732.920313,-51.4602043,-6.1668203,436409.02885,6391327.019822943,-52.72257469641226,-36.8455441062294,73109.16231468937,3.0675635134299067e-06
1371332732.921161,-51.4601977,-6.16673746,436409.02478,6391327.023016603,-52.72258355453266,-36.84554981061501,73107.10414966538,1.2157174350104667e-06
1371332732.922257,-51.46018922,-6.16663096,436409.01953999995,6391327.02712062,-52.72259494355236,-36.84555716869943,73104.45792925236,1.4806247148950956e-06
1371332732.923218,-51.46018168,-6.16653625,436409.01489,6391327.030769536,-52.722605067133266,-36.84556365397742,73102.10572548312,1.12554386298147e-06
1371332732.92422,-51.46017383,-6.16643759,436409.01004,6391327.034569053,-52.722615612538476,-36.8455704134858,73099.65550529628,1.1535221270611335e-06
1371332732.925216,-51.46016597,-6.1663389,436409.00519,6391327.038370813,-52.72262615795113,-36.84557714792726,73097.20527716525,1.2365398808046751e-06
1371332732.926821,-51.46015372,-6.16618517,436408.99762,6391327.044299845,-52.72264260881184,-36.845587867748975,73093.38290520404,1.939783672242715e-06
1371332732.927172,-51.46015089,-6.16614961,436408.99588,6391327.045668451,-52.722646405166984,-36.8455902605636,73092.5008165868,9.247478052945122e-07
1371332732.928014,-51.4601443,-6.16606674,436408.9918,6391327.048859083,-52.72265526333316,-36.845595939897294,73090.44260579643,7.942629795841299e-07
1371332732.929105,-51.46013581,-6.16596022,436408.98656,6391327.052965484,-52.72266665241237,-36.84560327711688,73087.79632645781,2.116242999658221e-06
1371332732.930024,-51.46012859,-6.16586945,436408.9821,6391327.056460776,-52.722676354227644,-36.845609484013835,73085.54208117422,1.6408298140994802e-06
1371332732.931012,-51.46012073,-6.16577073,436408.97725,6391327.060262449,-52.722686899687076,-36.84561618504961,73083.09180680539,1.793193346819327e-06
1371332732.931988,-51.46011319,-6.16567607,436408.97260000004,6391327.063910818,-52.7226970233356,-36.84562273302663,73080.73953590976,1.043799821065097e-06
1371332732.932995,-51.46010534,-6.16557744,436408.96775,6391327.06771063,-52.722707568810925,-36.84562951345225,73078.28924583197,1.443694883071825e-06
1371332732.933953,-51.4600978,-6.16548271,436408.96309,6391327.071358931,-52.72271769247479,-36.84563598623026,73075.93695981262,1.7144525178008657e-06
1371332732.934937,-51.46009026,-6.16538809,436408.95843,6391327.075007659,-52.72272781614599,-36.84564256763997,73073.58466643858,1.3692335257692274e-06
1371332732.93587,-51.46008303,-6.16529737,436408.95397000003,6391327.078505232,-52.72273751800505,-36.84564883304944,73071.33037827731,7.360187674460614e-07
1371332732.936848,-51.46007518,-6.16519861,436408.94912,6391327.082304126,-52.72274806351115,-36.84565549232417,73068.88005741884,1.5445654483106356e-06
1371332732.937828,-51.46006764,-6.16510397,436408.94445999997,6391327.08595258,-52.72275818720463,-36.84566205703152,73066.52774186867,2.3874958069349713e-06
1371332732.938809,-51.4600601,-6.16500934,436408.93981,6391327.089601299,-52.72276831090587,-36.845668625920496,73064.17541889215,1.7006141650689524e-06
1371332732.93979,-51.46005224,-6.16491059,436408.93496,6391327.093402637,-52.722778856435546,-36.84567529773699,73061.72507461923,9.341204819042681e-07
1371332732.940753,-51.4600447,-6.16481589,436408.9303,6391327.097051284,-52.72278898015157,-36.8456817914236,73059.37273658122,1.0692280392628505e-06
1371332732.941798,-51.46003653,-6.16471329,436408.92526,6391327.101003701,-52.72279994751928,-36.84568883356894,73056.8243620162,5.569473760842323e-07
1371332732.942746,-51.4600293,-6.16462264,436408.92079999996,6391327.104501691,-52.722809649428605,-36.84569516166738,73054.57002347399,2.419375070815245e-07
1371332732.943776,-51.46002113,-6.16451998,436408.91575,6391327.108453963,-52.72282061681264,-36.845702141148365,73052.02163256235,6.213425667479347e-07
1371332732.944789,-51.46001328,-6.16442137,436408.9109,6391327.11225337,-52.72283116238293,-36.84570894668121,73049.57124845815,1.004377771802231e-06
1371332732.945583,-51.46000699,-6.16434241,436408.90702000004,6391327.11529506,-52.722839598844615,-36.84571432258781,73047.6109354425,1.0080892160689457e-06
1371332732.946577,-51.45999945,-6.16424783,436408.90236,6391327.1189436065,-52.72284972260547,-36.84572094581381,73045.25855306686,8.715285008333521e-07
1371332732.947652,-51.45999097,-6.16414125,436408.89712,6391327.123047059,-52.72286111184499,-36.84572821624528,73042.61211407532,8.201705212089187e-07
1371332732.948608,-51.45998343,-6.16404651,436408.89247,6391327.126694941,-52.722871235621945,-36.84573468071369,73040.25971593008,1.382842637785604e-06
1371332732.949544,-51.4599762,-6.16395581,436408.88801,6391327.130192622,-52.722880937581685,-36.84574095869357,73038.00532748364,1.5524368305258158e-06
1371332732.950658,-51.4599674,-6.16384528,436408.88257,6391327.134449532,-52.72289274867162,-36.845748495007,73035.26084549178,1.2561422669427366e-06
1371332732.951511,-51.4599608,-6.16376245,436408.8785,6391327.137642198,-52.72290160699653,-36.84575422036261,73033.20247730747,1.6979359043468535e-06
1371332732.952498,-51.45995294,-6.16366373,436408.87364999996,6391327.14144357,-52.72291215262799,-36.845760917285816,73030.75203170913,5.591420909283965e-07
1371332732.953478,-51.4599454,-6.16356909,436408.86899,6391327.145091693,-52.72292227644262,-36.84576748204222,73028.39959630229,1.4293622605829784e-06
1371332732.954441,-51.45993786,-6.16347439,436408.86432999995,6391327.1487400485,-52.72293240026401,-36.8457739757734,73026.04715358521,2.37315853442956e-06
1371332732.955404,-51.45993032,-6.16337968,436408.85968,6391327.1523879245,-52.72294252409278,-36.845780469505826,73023.69470347899,2.3222824094619597e-06
1371332732.956479,-51.45992183,-6.1632731,436408.85444,6391327.156493746,-52.722953913409384,-36.84578773996759,73021.04818822189,2.1534646257451147e-06
1371332732.957336,-51.45991523,-6.16319029,436408.85036,6391327.159686515,-52.722962771773325,-36.84579348204966,73018.98978101641,1.5731120136902733e-06
1371332732.958394,-51.45990706,-6.16308775,436408.84532,6391327.1636390025,-52.722973739279766,-36.84580057856465,73016.44126896615,8.565507773988006e-07
1371332732.959207,-51.45990078,-6.16300887,436408.84144,6391327.166678175,-52.72298217582828,-36.8458060338873,73014.48086929001,1.7971377725829144e-06
1371332732.960265,-51.45989229,-6.16290222,436408.8362,6391327.170783701,-52.72299356517753,-36.84581323333555,73011.83432147386,3.024828517945775e-07
1371332732.961234,-51.45988475,-6.16280754,436408.83154,6391327.174431768,-52.7230036890516,-36.84581975215559,73009.48182668658,2.684981103950181e-06
1371332732.96226,-51.45987689,-6.16270898,436408.82669,6391327.178233363,-52.72301423476205,-36.84582661205707,73007.03130338276,9.101982621845124e-07
1371332732.963115,-51.45987029,-6.16262616,436408.82261000003,6391327.181425919,-52.72302309316451,-36.845832345798726,73004.97285767208,1.8703248317380434e-06
1371332732.964138,-51.45986212,-6.16252348,436408.81757,6391327.185378041,-52.7230340607181,-36.845839296097665,73002.42429800042,5.204043619455509e-07
1371332732.965092,-51.45985458,-6.16242874,436408.81291,6391327.189025926,-52.72304418462216,-36.845845752258754,73000.07177360596,6.631162256601359e-07
1371332732.96612,-51.45984672,-6.16233019,436408.80806,6391327.192827542,-52.72305473036303,-36.84585262052775,72997.62121958793,5.850059410574188e-07
1371332732.967079,-51.45983918,-6.16223546,436408.80340000003,6391327.196474959,-52.723064854281986,-36.84585909758283,72995.26868013738,1.8821830624087935e-06
1371332732.968044,-51.45983163,-6.16214076,436408.79875,6391327.200125254,-52.72307497820871,-36.8458655997124,72992.91613327093,1.5410621266556043e-06
1371332732.969026,-51.45982409,-6.16204614,436408.79409000004,6391327.203773608,-52.72308510214241,-36.845872172871225,72990.56357908246,1.4991724848829697e-06
1371332732.970115,-51.4598156,-6.16193962,436408.78885,6391327.207879378,-52.72309649157661,-36.845879501871366,72987.91694678686,1.300277171648031e-06
1371332732.970944,-51.459809,-6.16185669,436408.78477,6391327.21107134,-52.72310535003238,-36.84588512700503,72985.85844846326,2.2555350740044416e-06
1371332732.972057,-51.4598002,-6.16174616,436408.77934,6391327.215327895,-52.72311716131493,-36.845892659215394,72983.1137753237,2.456709271669606e-06
1371332732.972982,-51.45979297,-6.1616554,436408.77488,6391327.218824291,-52.72312686344776,-36.84589889130518,72980.85921483599,3.5104904700910025e-07
1371332732.973879,-51.45978606,-6.16156865,436408.77060999995,6391327.22216796,-52.723136143754935,-36.84590490348256,72978.70267239577,9.432477491647268e-07
1371332732.97482,-51.45977883,-6.16147796,436408.76614,6391327.2256647,-52.72314584590129,-36.845911202428624,72976.44809862108,2.1765616773753313e-07
1371332732.975869,-51.45977066,-6.16137539,436408.7611,6391327.229616999,-52.72315681355307,-36.84591826139655,72973.89944183864,1.049843689733957e-06
1371332732.976781,-51.45976343,-6.16128458,436408.75663,6391327.23311332,-52.72316651571344,-36.84592443918359,72971.6448536484,1.0899988269926147e-06
1371332732.977774,-51.45975557,-6.16118589,436408.75178,6391327.236914445,-52.72317706154775,-36.84593116125467,72969.19420660225,1.5341867401092503e-06
1371332732.978715,-51.45974834,-6.1610952,436408.74731999997,6391327.240411102,-52.72318676372317,-36.84593746021375,72966.9396041736,1.2735071803518674e-06
1371332732.979715,-51.45974048,-6.16099654,436408.74247,6391327.244212322,-52.723197309573024,-36.84594421153946,72964.48894173065,1.7553568930535371e-06
1371332732.980718,-51.45973262,-6.16089788,436408.73761,6391327.248012987,-52.72320785543097,-36.845950975400854,72962.03827127483,1.40217601328488e-06
1371332732.981701,-51.45972508,-6.16080326,436408.73296,6391327.251660895,-52.72321797946258,-36.84595755277667,72959.68562005153,8.833050807336133e-07
1371332732.982597,-51.45971785,-6.16071239,436408.72849,6391327.255157175,-52.72322768166653,-36.845963663731254,72957.43098900157,4.225535659253499e-07
1371332732.983595,-51.45970999,-6.16061372,436408.72364,6391327.258958203,-52.72323822754767,-36.84597040671207,72954.98029545162,6.062329648693682e-07
1371332732.984553,-51.45970276,-6.1605231,436408.71918,6391327.262454945,-52.72324792976571,-36.84597677671269,72952.72565029886,3.7012505836447e-07
1371332732.985613,-51.45969427,-6.16041646,436408.71394,6391327.266559967,-52.723259319335234,-36.84598398460446,72950.07888416777,1.4544980067652328e-06
1371332732.986502,-51.45968735,-6.16032967,436408.70967,6391327.269905553,-52.723268599731824,-36.84598996339298,72947.92225306536,7.79808733910979e-07
1371332732.987507,-51.45967949,-6.16023103,436408.70482000004,6391327.273706632,-52.723279145644334,-36.84599673563457,72945.47152840788,1.2431118630744842e-06
1371332732.988442,-51.45967226,-6.16014032,436408.70035,6391327.277203234,-52.723288847891034,-36.846003009548554,72943.21685463934,1.9181136003454235e-06
1371332732.989661,-51.45966283,-6.160022,436408.69453,6391327.281763863,-52.72330150300608,-36.846011190560205,72940.2759655556,1.3520489186390882e-06
1371332732.990479,-51.45965623,-6.15993903,436408.69045,6391327.284955568,-52.7233103615933,-36.84601676978423,72938.21733632502,1.540686832853e-06
1371332732.991544,-51.45964806,-6.15983652,436408.68541,6391327.288907428,-52.72332132937614,-36.846023895656174,72935.66854944757,2.223105851140458e-06
1371332732.992408,-51.45964114,-6.15974963,436408.68114,6391327.2922527315,-52.723330609814056,-36.846029770005885,72933.51187689535,1.4226767905458228e-06
1371332732.993337,-51.45963391,-6.15965889,436408.67666999996,6391327.295748917,-52.723340312097264,-36.84603601886903,72931.25716707934,1.3796392042438229e-06
1371332732.994315,-51.45962636,-6.15956425,436408.67201,6391327.299399107,-52.72335043622648,-36.846042575391664,72928.90441913727,1.111116397737737e-06
1371332732.99528,-51.45961882,-6.15946955,436408.66735999996,6391327.303046239,-52.72336056036249,-36.84604907760189,72926.55166387532,1.077400879634101e-06
1371332732.996219,-51.45961159,-6.15937886,436408.66289000004,6391327.306542892,-52.72337026266652,-36.846055368251086,72924.29693315674,1.5455821227243305e-06
1371332732.997249,-51.45960341,-6.15927621,436408.65784,6391327.310496969,-52.72338123049684,-36.84606234790715,72921.74809890302,1.894791774477519e-06
1371332732.998187,-51.45959618,-6.15918551,436408.65338,6391327.313993301,-52.72339093281602,-36.84606863438847,72919.49335364968,3.3788716250928506e-07
1371332732.999197,-51.45958832,-6.15908689,436408.64853,6391327.317794154,-52.72340147882196,-36.846075427553274,72917.04253599969,4.2179880755958606e-07
1371332733.000201,-51.45958046,-6.15898824,436408.64367,6391327.3215946695,-52.7234120248365,-36.84608219565797,72914.59171025871,1.2358827860806764e-06
1371332733.001135,-51.45957323,-6.15889753,436408.63921,6391327.325091191,-52.72342172717702,-36.8460884654333,72912.33694350116,1.0242230553831752e-06
1371332733.002075,-51.45956568,-6.15880272,436408.63454999996,6391327.328740133,-52.723431851365554,-36.84609486321216,72909.98413617055,1.2761954406287853e-06
1371332733.003156,-51.45955719,-6.15869617,436408.62931,6391327.332845149,-52.72344324108667,-36.84610215890092,72907.33721907887,1.3029848648387407e-06
1371332733.004067,-51.45955027,-6.15860948,436408.62504,6391327.33619109,-52.72345252160731,-36.8461082296559,72905.18046491187,5.737599746473319e-07
1371332733.005028,-51.45954273,-6.15851476,436408.62038,6391327.339837801,-52.723462645818586,-36.84611471518281,72902.82763509707,3.857137076381575e-08
1371332733.00609,-51.45953424,-6.15840813,436408.61514,6391327.343942436,-52.72347403556471,-36.84612193149792,72900.18069276963,2.52410771142212e-06
1371332733.006943,-51.45952763,-6.1583253,436408.61106,6391327.347136651,-52.72348289426311,-36.84612765699842,72898.12195334733,2.9369583373068635e-06
1371332733.007933,-51.45952009,-6.15823071,436408.60641,6391327.350784138,-52.72349301849691,-36.846134263700435,72895.76910135752,1.6639006883433897e-06
1371332733.008895,-51.45951254,-6.158136,436408.60175000003,6391327.354433633,-52.72350314273795,-36.846140753417615,72893.4162419817,1.1049872721368131e-07
1371332733.009854,-51.45950499,-6.15804128,436408.59709,6391327.358083178,-52.72351326698642,-36.846147230603606,72891.06337521865,8.942148091074845e-07
1371332733.010919,-51.4594965,-6.15793466,436408.59184999997,6391327.362187627,-52.72352465677442,-36.84615445946929,72888.41639131865,1.1215179921126389e-06
1371332733.011899,-51.45948896,-6.15784003,436408.58719,6391327.365834962,-52.72353478103888,-36.8461610244006,72886.06350884918,1.7694977208561548e-06
1371332733.012831,-51.45948172,-6.1577493,436408.58272,6391327.369333263,-52.723544483465844,-36.846167285854335,72883.808656219,6.192322734658851e-07
1371332733.013836,-51.45947386,-6.15765066,436408.57787,6391327.373133754,-52.72355502958956,-36.84617405817721,72881.35772178657,1.4963873833495034e-06
1371332733.014763,-51.45946663,-6.15755992,436408.5734,6391327.376629858,-52.723564732030816,-36.846180298745196,72879.10285498176,4.190428671418112e-07
1371332733.015801,-51.45945845,-6.1574573,436408.56836,6391327.380583469,-52.72357570001598,-36.8461873118859,72876.55386695535,1.2937734998858977e-06
1371332733.016783,-51.45945091,-6.15736267,436408.5637,6391327.3842303455,-52.72358582431791,-36.84619388518752,72874.20094723385,1.4083472018596998e-06
1371332733.017791,-51.45944304,-6.15726404,436408.55884,6391327.3880332615,-52.723596370473025,-36.84620067005693,72871.74998139712,2.10937842757541e-06
1371332733.01873,-51.4594355,-6.15716924,436408.55418000004,6391327.391679905,-52.723606494790126,-36.846207063709244,72869.3970465495,1.4323701967368021e-06
1371332733.019674,-51.45942826,-6.15707857,436408.54972,6391327.395178694,-52.7236161972677,-36.84621337531945,72867.142143756,1.5533318760340668e-06
1371332733.020665,-51.4594204,-6.15697986,436408.54487000004,6391327.398978301,-52.72362674344655,-36.84622008917012,72864.69115475488,1.037105569977466e-06
1371332733.02166,-51.45941254,-6.15688118,436408.54001,6391327.402778555,-52.72363728963344,-36.84622681973826,72862.24015773753,2.648423397105706e-06
1371332733.022624,-51.45940499,-6.15678648,436408.53535,6391327.406427859,-52.72364741398023,-36.84623331785258,72859.88719308819,9.942818206434336e-07
1371332733.023603,-51.45939744,-6.15669184,436408.53069000004,6391327.410077246,-52.72365753833454,-36.84623987864222,72857.53422106153,2.3799843451378177e-06
1371332733.024584,-51.45938989,-6.15659721,436408.52603,6391327.413726715,-52.72366766269693,-36.846246447790634,72855.1812415585,1.702165901294987e-06
1371332733.025522,-51.45938235,-6.1565024,436408.52138000005,6391327.417372931,-52.72367778706621,-36.84625283728485,72852.82825470381,5.380576108340188e-07
1371332733.026506,-51.4593748,-6.15640778,436408.51672,6391327.4210222885,-52.723687911442845,-36.84625941897133,72850.47526051139,1.3590629375765183e-06
1371332733.027461,-51.45936725,-6.15631305,436408.51206000004,6391327.424671705,-52.723698035827084,-36.84626587949947,72848.12225887546,1.3392741769396058e-06
1371332733.028462,-51.45935939,-6.15621439,436408.5072,6391327.428471665,-52.72370858206858,-36.84627263515574,72845.67120765542,1.0809934782579454e-06
1371332733.029496,-51.45935152,-6.15611586,436408.50234999997,6391327.43227431,-52.72371912831814,-36.846279528692605,72843.22014844888,6.231434953457233e-07
1371332733.030437,-51.45934398,-6.15602107,436408.49769,6391327.435920807,-52.72372925272521,-36.84628593073586,72840.86712403195,1.8251779786691377e-06
1371332733.031363,-51.45933674,-6.15593032,436408.49322,6391327.439418872,-52.723738955288844,-36.84629216717332,72838.61213539672,1.557364193532156e-06
1371332733.032379,-51.45932888,-6.15583173,436408.48837,6391327.443219302,-52.7237495015621,-36.84629898551282,72836.16105302091,1.6916667069825133e-06
1371332733.033378,-51.45932101,-6.15573306,436408.48352,6391327.447021627,-52.7237600478427,-36.84630573283056,72833.70996270866,1.2061635616984922e-06
1371332733.034433,-51.45931284,-6.15563051,436408.47847,6391327.4509724295,-52.72377101598354,-36.84631281706032,72831.16082023588,9.712223920997373e-07
1371332733.035335,-51.4593056,-6.15553966,436408.474,6391327.454470069,-52.72378071857673,-36.84631895323605,72828.90580235409,1.9899854335883825e-06
1371332733.036272,-51.45929837,-6.15544896,436408.46954,6391327.4579658,-52.72379042117695,-36.84632523564579,72826.6507776903,1.5821945412456777e-06
1371332733.037242,-51.45929082,-6.15535429,436408.46488,6391327.46161511,-52.7238005456366,-36.84633175887433,72824.29770123804,1.0421314309806556e-06
1371332733.038236,-51.45928295,-6.1552556,436408.46002,6391327.465417295,-52.72381109195628,-36.84633848531445,72821.84657210698,1.8740705433548077e-06
1371332733.039199,-51.4592754,-6.1551609,436408.45536,6391327.469066422,-52.72382121643079,-36.846344979301875,72819.4934806054,2.2862778298205682e-06
1371332733.040152,-51.45926817,-6.15507026,436408.4509,6391327.472561998,-52.72383091905969,-36.846351328572325,72817.23842760468,2.4405474868462345e-06
1371332733.041139,-51.45926031,-6.15497155,436408.44604,6391327.476361856,-52.72384146540311,-36.84635802577958,72814.78727531148,2.390321866662613e-06
1371332733.042147,-51.45925244,-6.15487292,436408.44119000004,6391327.480164231,-52.72385201175429,-36.84636481072425,72812.33611505873,2.7706461289338287e-06
